Mesure (Unité de mesure combinée)_x,Domaine,Année,Nombre d'emplois,Mesure (Unité de mesure combinée)_y,Paramètre,Valeur
Emploi dans les activités de l'économie verte,Serv gaux,2011,49280.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les activités de l'économie verte,Serv gaux,2011,49280.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les activités de l'économie verte,Activités périphériques,2011,383875.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les activités de l'économie verte,Activités périphériques,2011,383875.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les activités de l'économie verte,Activités périphériques,2011,383875.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2011,23129.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2011,23129.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2011,23129.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les activités de l'économie verte,Transports longue distance,2011,267558.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les activités de l'économie verte,Transports longue distance,2011,267558.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les activités de l'économie verte,Transports longue distance,2011,267558.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2011,93188.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2011,93188.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2011,93188.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2011,61946.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2011,61946.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2011,61946.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Maîtrise de l'énergie,2011,101403.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Maîtrise de l'énergie,2011,101403.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Maîtrise de l'énergie,2011,101403.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Energies renouvelables,2011,82022.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Energies renouvelables,2011,82022.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Energies renouvelables,2011,82022.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Collecte et traitement des déchets,2011,95733.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Collecte et traitement des déchets,2011,95733.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Collecte et traitement des déchets,2011,95733.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Gestion des eaux usées,2011,58061.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Gestion des eaux usées,2011,58061.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Gestion des eaux usées,2011,58061.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2011,49280.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2011,49280.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2011,49280.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2011,25750.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2011,25750.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2011,25750.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2011,24490.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2011,24490.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2011,24490.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,R & D environnementale,2011,27370.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,R & D environnementale,2011,27370.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,R & D environnementale,2011,27370.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Ingénierie environnementale,2011,13305.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Ingénierie environnementale,2011,13305.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Ingénierie environnementale,2011,13305.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Protection de l'air extérieur,2011,6362.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Protection de l'air extérieur,2011,6362.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Protection de l'air extérieur,2011,6362.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Gestion durable de la forêt,2011,10607.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Gestion durable de la forêt,2011,10607.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Gestion durable de la forêt,2011,10607.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Lutte contre le bruit,2011,5061.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Lutte contre le bruit,2011,5061.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Lutte contre le bruit,2011,5061.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Gestion des ressources en eau,2011,4453.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Gestion des ressources en eau,2011,4453.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Gestion des ressources en eau,2011,4453.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les éco-activités ,Protection contre les radiations,2011,4078.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Emploi dans les éco-activités ,Protection contre les radiations,2011,4078.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Emploi dans les éco-activités ,Protection contre les radiations,2011,4078.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2011,1.73,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2011,1.73,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",2011,1.73,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2011,19.75,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2011,19.75,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),2011,19.75,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2011,78.51,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.73
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2011,78.51,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.75
Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,2011,78.51,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.51
Emploi dans les activités de l'économie verte,Eco-activités,2012,565869.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Eco-activités,2012,565869.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Eco-activités,2012,565869.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Protection de l'environnement,2012,264786.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Protection de l'environnement,2012,264786.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Protection de l'environnement,2012,264786.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Air,2012,6791.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Air,2012,6791.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Air,2012,6791.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Eaux_usées,2012,55643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Eaux_usées,2012,55643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Eaux_usées,2012,55643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Déchets,2012,100457.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Déchets,2012,100457.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Déchets,2012,100457.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Déchets_radio,2012,3707.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Déchets_radio,2012,3707.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Déchets_radio,2012,3707.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2012,67328.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2012,67328.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Sols et masses d'eau,2012,67328.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Bruit,2012,5656.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Bruit,2012,5656.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Bruit,2012,5656.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,"Nature, biodiversité, paysages",2012,25204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,"Nature, biodiversité, paysages",2012,25204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,"Nature, biodiversité, paysages",2012,25204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Gestion des ressources naturelles,2012,213997.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Gestion des ressources naturelles,2012,213997.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Gestion des ressources naturelles,2012,213997.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,gestion_eau,2012,4434.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,gestion_eau,2012,4434.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,gestion_eau,2012,4434.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,gestion_forêt,2012,10484.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,gestion_forêt,2012,10484.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,gestion_forêt,2012,10484.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,recup,2012,26913.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,recup,2012,26913.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,recup,2012,26913.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,EnR,2012,69723.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,EnR,2012,69723.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,EnR,2012,69723.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Maîtrise énergie,2012,102444.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Maîtrise énergie,2012,102444.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Maîtrise énergie,2012,102444.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Activités transversales,2012,87086.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Activités transversales,2012,87086.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Activités transversales,2012,87086.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Ingénierie,2012,13204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Ingénierie,2012,13204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Ingénierie,2012,13204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,R&D,2012,27833.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,R&D,2012,27833.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,R&D,2012,27833.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Serv gaux,2012,46049.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Serv gaux,2012,46049.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Serv gaux,2012,46049.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Activités périphériques,2012,392380.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Activités périphériques,2012,392380.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Activités périphériques,2012,392380.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2012,24519.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2012,24519.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Gestion des espaces verts,2012,24519.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Transports longue distance,2012,275071.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Transports longue distance,2012,275071.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Transports longue distance,2012,275071.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2012,92790.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2012,92790.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les activités de l'économie verte,Transports urbains et suburbains,2012,92790.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2012,67328.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2012,67328.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Protection des sols et des masses d'eau,2012,67328.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Maîtrise de l'énergie,2012,102444.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Maîtrise de l'énergie,2012,102444.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Maîtrise de l'énergie,2012,102444.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Energies renouvelables,2012,69723.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Energies renouvelables,2012,69723.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Energies renouvelables,2012,69723.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Collecte et traitement des déchets,2012,100457.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Collecte et traitement des déchets,2012,100457.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Collecte et traitement des déchets,2012,100457.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Gestion des eaux usées,2012,55643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Gestion des eaux usées,2012,55643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Gestion des eaux usées,2012,55643.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2012,46049.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2012,46049.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Administration générale relative à l'environnement,2012,46049.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2012,26913.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2012,26913.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Récupération de matériaux de recyclage,2012,26913.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2012,25204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2012,25204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Protection de la biodiversité et des paysages,2012,25204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,R & D environnementale,2012,27833.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,R & D environnementale,2012,27833.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,R & D environnementale,2012,27833.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Ingénierie environnementale,2012,13204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Ingénierie environnementale,2012,13204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Ingénierie environnementale,2012,13204.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Protection de l'air extérieur,2012,6791.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Protection de l'air extérieur,2012,6791.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Protection de l'air extérieur,2012,6791.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Gestion durable de la forêt,2012,10484.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Gestion durable de la forêt,2012,10484.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Gestion durable de la forêt,2012,10484.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Lutte contre le bruit,2012,5656.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Lutte contre le bruit,2012,5656.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Lutte contre le bruit,2012,5656.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
Emploi dans les éco-activités ,Gestion des ressources en eau,2012,4434.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),"Agriculture, sylviculture et pêch",1.71
Emploi dans les éco-activités ,Gestion des ressources en eau,2012,4434.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Industrie (sauf construction),19.54
Emploi dans les éco-activités ,Gestion des ressources en eau,2012,4434.0,Valeur ajoutée (Pourcentage de la valeur ajoutée brute),Services,78.75
